Datum;Reihenfolge;Zahl1;Zahl2;Zahl3;Zahl4;Zahl5;Zahl6;ZZ;Zusatzzahl;Rang_1_5;Anzahl_1_5;a_1_5;Quote_1_5;Rang_2_6;Anzahl_2_6;a_2_6;Quote_2_6;Rang_3_7;Anzahl_3_7;a_3_7;Quote_3_7;Rang_4_8;Anzahl_4_8;a_4_8;Quote_4_8;
19.09.;aufsteigend;1;10;24;25;39;45;ZZ;27;6er;               1;à;       1.670.352,00;5er + ZZ;               4;à;          30.012,30;5er;             110;à;           1.190,50;4er + ZZ;             247;à;             159,00;
19.09.;;;;;;;;;;4er;           4.621;à;              47,20;3er + ZZ;           6.481;à;              15,10;3er;          74.894;à;               5,20;ZZ;         253.434;à;               1,20;
23.09.;aufsteigend;9;13;14;29;39;44;ZZ;16;6er;JP;;         770.556,60;5er + ZZ;JP;;         105.951,50;5er;              85;à;           1.359,80;4er + ZZ;             180;à;             192,60;
23.09.;;;;;;;;;;4er;           4.170;à;              46,10;3er + ZZ;           5.140;à;              16,80;3er;          66.392;à;               5,20;ZZ;         203.465;à;               1,20;
26.09.;aufsteigend;1;4;5;11;15;33;ZZ;40;6er;DJP;;       1.605.171,90;5er + ZZ;               1;à;         220.711,10;5er;             122;à;           1.026,10;4er + ZZ;             239;à;             157,10;
26.09.;;;;;;;;;;4er;           5.683;à;              36,70;3er + ZZ;           5.993;à;              15,60;3er;          87.707;à;               4,30;ZZ;         202.786;à;               1,20;
30.09.;aufsteigend;2;6;9;17;35;38;ZZ;42;6er;3JP;;       2.684.673,50;5er + ZZ;               2;à;          74.215,70;5er;             155;à;           1.044,60;4er + ZZ;             324;à;             149,90;
30.09.;;;;;;;;;;4er;           6.503;à;              41,50;3er + ZZ;           7.723;à;              15,70;3er;         101.544;à;               4,80;ZZ;         259.514;à;               1,20;
03.10.;aufsteigend;3;10;23;27;28;41;ZZ;24;6er;               2;à;       1.944.705,20;5er + ZZ;               5;à;          33.130,20;5er;             170;à;           1.063,00;4er + ZZ;             360;à;             150,50;
03.10.;;;;;;;;;;4er;           8.117;à;              37,10;3er + ZZ;           9.113;à;              14,80;3er;         121.154;à;               4,40;ZZ;         304.599;à;               1,20;
07.10.;aufsteigend;22;24;27;34;35;44;ZZ;30;6er;JP;;         777.847,50;5er + ZZ;JP;;         106.954,00;5er;              68;à;           1.715,80;4er + ZZ;             165;à;             212,10;
07.10.;;;;;;;;;;4er;           3.792;à;              51,20;3er + ZZ;           4.642;à;              18,80;3er;          65.037;à;               5,40;ZZ;         210.256;à;               1,20;
10.10.;aufsteigend;16;23;37;40;44;45;ZZ;15;6er;DJP;;       1.656.789,80;5er + ZZ;               2;à;         113.904,20;5er;              60;à;           2.197,30;4er + ZZ;             195;à;             202,80;
10.10.;;;;;;;;;;4er;           3.985;à;              55,10;3er + ZZ;           5.522;à;              17,90;3er;          68.839;à;               5,70;ZZ;         241.925;à;               1,20;
14.10.;aufsteigend;6;7;18;27;33;38;ZZ;5;6er;3JP;;       2.738.589,30;5er + ZZ;               3;à;          49.582,40;5er;             125;à;           1.298,10;4er + ZZ;             314;à;             155,00;
14.10.;;;;;;;;;;4er;           6.021;à;              44,90;3er + ZZ;           8.302;à;              14,60;3er;          98.780;à;               4,90;ZZ;         305.874;à;               1,20;
17.10.;aufsteigend;1;9;20;24;29;31;ZZ;18;6er;               1;à;       3.905.735,50;5er + ZZ;               5;à;          32.096,50;5er;             172;à;           1.017,80;4er + ZZ;             353;à;             148,70;
17.10.;;;;;;;;;;4er;           6.563;à;              44,40;3er + ZZ;           8.676;à;              15,10;3er;         103.927;à;               5,00;ZZ;         292.521;à;               1,20;
21.10.;aufsteigend;10;14;16;22;35;44;ZZ;38;6er;JP;;         757.347,50;5er + ZZ;               1;à;         104.135,20;5er;              86;à;           1.320,90;4er + ZZ;             213;à;             160,00;
21.10.;;;;;;;;;;4er;           3.872;à;              48,80;3er + ZZ;           5.081;à;              16,70;3er;          64.442;à;               5,30;ZZ;         176.815;à;               1,20;
24.10.;aufsteigend;1;7;10;12;21;24;ZZ;23;6er;               1;à;       1.590.988,70;5er + ZZ;               4;à;          28.656,40;5er;             177;à;             706,40;4er + ZZ;             366;à;             102,40;
24.10.;;;;;;;;;;4er;           6.841;à;              30,40;3er + ZZ;           7.665;à;              12,20;3er;          90.775;à;               4,10;ZZ;         214.778;à;               1,20;
28.10.;aufsteigend;12;19;22;26;35;37;ZZ;15;6er;JP;;         703.355,00;5er + ZZ;               4;à;          24.177,80;5er;              70;à;           1.507,10;4er + ZZ;             229;à;             138,20;
28.10.;;;;;;;;;;4er;           3.455;à;              50,80;3er + ZZ;           5.266;à;              15,00;3er;          58.407;à;               5,40;ZZ;         185.134;à;               1,20;
31.10.;aufsteigend;6;7;13;24;27;38;ZZ;37;6er;DJP;;       1.593.450,60;5er + ZZ;               4;à;          30.597,00;5er;             114;à;           1.171,10;4er + ZZ;             282;à;             142,00;
31.10.;;;;;;;;;;4er;           5.792;à;              38,40;3er + ZZ;           6.472;à;              15,40;3er;          85.629;à;               4,70;ZZ;         202.358;à;               1,20;
04.11.;aufsteigend;9;10;15;26;31;38;ZZ;29;6er;3JP;;       2.621.800,00;5er + ZZ;               2;à;          70.699,00;5er;             121;à;           1.274,80;4er + ZZ;             286;à;             161,80;
04.11.;;;;;;;;;;4er;           5.268;à;              48,80;3er + ZZ;           7.781;à;              14,80;3er;          87.645;à;               5,30;ZZ;         262.001;à;               1,20;
07.11.;aufsteigend;3;14;26;27;41;42;ZZ;12;6er;4JP;;       3.827.080,80;5er + ZZ;               4;à;          41.431,50;5er;             133;à;           1.359,30;4er + ZZ;             384;à;             141,20;
07.11.;;;;;;;;;;4er;           6.413;à;              46,90;3er + ZZ;           9.077;à;              14,90;3er;         107.008;à;               5,00;ZZ;         330.209;à;               1,20;
11.11.;aufsteigend;13;14;22;33;34;43;ZZ;30;6er;5JP;;       5.412.489,70;5er + ZZ;               4;à;          54.498,40;5er;             167;à;           1.424,00;4er + ZZ;             421;à;             169,40;
11.11.;;;;;;;;;;4er;           8.333;à;              47,50;3er + ZZ;          11.266;à;              15,80;3er;         137.057;à;               5,20;ZZ;         420.623;à;               1,20;
14.11.;aufsteigend;12;21;23;34;38;44;ZZ;24;6er;6JP;;       7.370.039,90;5er + ZZ;              13;à;          20.704,80;5er;             237;à;           1.238,90;4er + ZZ;             561;à;             157,00;
14.11.;;;;;;;;;;4er;          10.691;à;              45,70;3er + ZZ;          13.837;à;              15,90;3er;         168.626;à;               5,20;ZZ;         512.030;à;               1,20;
18.11.;aufsteigend;2;4;9;14;41;44;ZZ;18;6er;7JP;;      10.248.073,00;5er + ZZ;               5;à;          79.145,90;5er;             317;à;           1.361,80;4er + ZZ;             797;à;             162,40;
18.11.;;;;;;;;;;4er;          15.451;à;              46,50;3er + ZZ;          20.910;à;              15,40;3er;         253.798;à;               5,10;ZZ;         737.535;à;               1,20;
21.11.;aufsteigend;20;25;29;32;37;44;ZZ;43;6er;               1;à;      14.926.157,30;5er + ZZ;              20;à;          32.161,80;5er;             516;à;           1.359,90;4er + ZZ;           1.167;à;             180,30;
21.11.;;;;;;;;;;4er;          23.348;à;              50,00;3er + ZZ;          30.349;à;              17,30;3er;         385.237;à;               5,40;ZZ;       1.227.834;à;               1,20;
25.11.;aufsteigend;9;10;29;31;38;43;ZZ;12;6er;JP;;         819.727,50;5er + ZZ;               3;à;          37.570,80;5er;              74;à;           1.661,60;4er + ZZ;             239;à;             154,30;
25.11.;;;;;;;;;;4er;           3.918;à;              52,30;3er + ZZ;           5.795;à;              15,90;3er;          67.185;à;               5,50;ZZ;         233.079;à;               1,20;
28.11.;aufsteigend;9;10;17;18;28;40;ZZ;35;6er;DJP;;       1.746.446,30;5er + ZZ;               3;à;          42.474,60;5er;             111;à;           1.252,30;4er + ZZ;             260;à;             160,30;
28.11.;;;;;;;;;;4er;           5.601;à;              41,30;3er + ZZ;           6.678;à;              15,60;3er;          89.519;à;               4,60;ZZ;         221.481;à;               1,20;
02.12.;aufsteigend;6;15;17;18;40;43;ZZ;10;6er;3JP;;       2.947.099,60;5er + ZZ;               1;à;         165.089,80;5er;             102;à;           1.765,60;4er + ZZ;             344;à;             157,00;
02.12.;;;;;;;;;;4er;           5.712;à;              52,50;3er + ZZ;           9.201;à;              14,60;3er;          99.022;à;               5,40;ZZ;         340.231;à;               1,20;
05.12.;aufsteigend;15;16;17;20;21;25;ZZ;23;6er;4JP;;       4.302.736,50;5er + ZZ;               3;à;          62.133,30;5er;             167;à;           1.217,60;4er + ZZ;             421;à;             144,90;
05.12.;;;;;;;;;;4er;           6.718;à;              50,40;3er + ZZ;           9.169;à;              16,60;3er;         111.210;à;               5,50;ZZ;         358.056;à;               1,20;
09.12.;aufsteigend;15;16;35;38;41;42;ZZ;19;6er;               1;à;       5.855.408,70;5er + ZZ;               6;à;          35.582,00;5er;             159;à;           1.464,70;4er + ZZ;             376;à;             185,80;
09.12.;;;;;;;;;;4er;           7.298;à;              53,10;3er + ZZ;           9.907;à;              17,60;3er;         125.630;à;               5,50;ZZ;         445.905;à;               1,20;
12.12.;aufsteigend;8;9;14;26;27;34;ZZ;16;6er;JP;;         751.657,10;5er + ZZ;JP;;         103.352,80;5er;              85;à;           1.326,40;4er + ZZ;             270;à;             125,20;
12.12.;;;;;;;;;;4er;           4.237;à;              44,30;3er + ZZ;           6.590;à;              12,80;3er;          70.893;à;               4,70;ZZ;         183.351;à;               1,20;
16.12.;aufsteigend;8;12;21;24;36;44;ZZ;31;6er;               1;à;       1.798.416,70;5er + ZZ;               3;à;          82.427,40;5er;             127;à;           1.236,30;4er + ZZ;             325;à;             144,90;
16.12.;;;;;;;;;;4er;           6.230;à;              42,00;3er + ZZ;           7.705;à;              15,20;3er;          96.339;à;               4,90;ZZ;         250.672;à;               1,20;
19.12.;aufsteigend;3;11;20;29;39;44;ZZ;38;6er;               2;à;         500.000,00;5er + ZZ;               6;à;          16.991,70;5er;             118;à;             942,50;4er + ZZ;             218;à;             153,00;
19.12.;;;;;;;;;;4er;           4.678;à;              39,60;3er + ZZ;           4.984;à;              16,70;3er;          69.627;à;               4,80;ZZ;         176.583;à;               1,20;
23.12.;aufsteigend;19;27;28;34;35;44;ZZ;18;6er;JP;;         878.230,60;5er + ZZ;               3;à;          40.252,20;5er;              79;à;           1.667,50;4er + ZZ;             214;à;             184,60;
23.12.;;;;;;;;;;4er;           4.213;à;              52,10;3er + ZZ;           5.469;à;              18,00;3er;          71.351;à;               5,50;ZZ;         224.944;à;               1,20;
26.12.;aufsteigend;13;16;22;26;29;36;ZZ;43;6er;               1;à;       1.573.634,10;5er + ZZ;               2;à;          47.808,90;5er;              59;à;           1.767,90;4er + ZZ;             200;à;             156,40;
26.12.;;;;;;;;;;4er;           3.659;à;              47,50;3er + ZZ;           5.075;à;              15,40;3er;          60.597;à;               5,10;ZZ;         172.089;à;               1,20;
30.12.;aufsteigend;4;7;8;12;14;44;ZZ;10;6er;JP;;         852.793,10;5er + ZZ;               3;à;          39.086,30;5er;             121;à;           1.057,10;4er + ZZ;             395;à;              97,10;
30.12.;;;;;;;;;;4er;           5.552;à;              38,40;3er + ZZ;           8.748;à;              10,90;3er;          85.425;à;               4,50;ZZ;         237.762;à;               1,20;
